rate,review_text,object_address,cleaned_text,sentiment,pos_info_predicted,neg_info_predicted,neutre_info_predicted,unknown_info_predicted,pos_access_predicted,neg_access_predicted,neutre_access_predicted,unknown_access_predicted,pos_relation_predicted,neg_relation_predicted,neutre_relation_predicted,unknown_relation_predicted,pos_reactivite_predicted,neg_reactivite_predicted,neutre_reactivite_predicted,unknown_reactivite_predicted,pos_simplicite_predicted,neg_simplicite_predicted,neutre_simplicite_predicted,unknown_simplicite_predicted,address
5,Merci énormément à Mr François qui à pris le temps de trouver une solution à mon problème qui daté de plus de 3mois malgré toutes mes relances et réclamation auprès de plusieurs conseillés sans succès ! Un très bon conseillé avec beaucoup de professionnalisme .,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",énormément françois temps solution problème 3mois relance réclamation auprès conseillé succès bon beaucoup professionnalisme,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Une véritable catastrophe ! !!!! Ils ont perdu toutes mes attestations d'assedic ! !!! Incapable de se remettre en question ! !!! Il ne font rien !  Je travaille depuis l''âge de mes 15 ans ! Je tombe au chômage  et encore je retravaille en septembre !  J'ai 50 ans ! !!! Sidérée par l'attitude de cette agence 😈 …,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",véritable catastrophe attestation assedic incapable question rien l''âge chômage septembre attitude agence,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Délai très très long....ils m'ont même perdu mon dossier avec une 20aine de fiches de paye !!! Il y a de l'argent à cause de vous qui a été jeté par les fenêtres !!!! Vous êtes à la hauteur de l'opinion publique : bons à rien !!!!!,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",long .... dossier 20aine fiche paie argent cause fenêtre hauteur opinion public bon rien,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,"Quel incompétence... Je demande un renseignement car je pense qu'il y a une erreur dans mon dossier. Et la personne avec son sourire fière d'elle ""c'est comme ça moi j'y peut rien "" à chaque question que je peux lui poser... finalement j'appelle et il y avait bien erreur merci à la plate forme qui rattrape le niveau et ecoute reelement ce que jai à dire parce que en agence.... Il laisse leurs cerveau à la maison si cerveau il y a....","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",incompétence ... renseignement erreur dossier fier rien question luire ... finalement bien erreur plate form niveau ecoute reelement jai agence .... cerveau maison ....,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Doucement le matin et pas trop vite l'après-midi ! Ils ne sont pas tous comme ça heureusement mais sont-ils des figurants ou des bénévoles ?,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",doucement matin trop vite après-midi heureusement figurant bénévole,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Des incapables aucune personne pour t’aider ne compter pas sur ce pôle emploi il y a que des gens sans cerveau là bas,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",incapable aucun pôle emploi cerveau,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,"Nul , aucune aide, je pose une question pour une formation et la dame me répond  : Je ne peux pas vous aider c'est a vous de  trouver... Du coup si je prends un rdv c'est pour recevoir de l'aide non?? …","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",aucun aide question formation dame ... coup rendez-vous aide non,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Je viens davoir une conseillère inefficace qui n'a pas su noter mon identifiant et qui m'a raccroché au nez en me disant que j'allais trop vite pour elle. Quelle honte !!! 9h33 ce matin,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",conseiller inefficace identifiant nez trop vite hont matin,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
4,Dépôt de documents et pour avoir une personne il faut beaucoup insister malgré que ce soit marqué sur la convocation.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",dépôt document beaucoup convocation,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,"Bonjour,  Comment fait on si on travaille de 9h à 18h et que les horaires d’ouvertures sont de 9h à 17h? Je me dis qu’heureusement il y a le samedi... ah non! Donc comment fait on?","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",bonjour 18h horaire ouverture 17h heureusement samedi ... non,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
5,"Très bon entretien avec la conseillère Madame Mercier, très a l'écoute et super arrangeante. Merci à elle","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",bon entretien conseiller monsieur mercier écoute arrangeant,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
4,"Après mes expériences traumatisantes de différentes agences, je peux dire que celle-ci a quelque chose de différents et de bien bon. Ces agents savent vous ecouter et vous orienter vers la voie adéquate.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",expérience traumatisant agence chose bien bon agent voie adéquat,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Impossible de les joindre par téléphonique ni même en composant le 3949.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",impossible joindre téléphonique 3949,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,"Communautaristes ,sexistes,agressifs bref ,donnez nous leur taf nous au moins on le fera avec respect pour les êtres humains face à nous","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",communautariste sexiste agressif bref travail respect humain face,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,"Conseiller ne vient pas au RDV, me considère absent et lance une procédure de radiation non justifiée.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",rdv absent lance procédure radiation non,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Dommage qu’il y a pas une note 0. Conseiller irrespectueux et incompétent à revoir vos conseiller.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",dommage note irrespectueux conseiller,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
5,Ils vous font des ateliers pour vous instruire et  vous former pour la recherche d'un emploi génial j'apprécie merci,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",atelier instruir recherche emploi génial,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Impossible à joindre'bref raconter votre vie et comparez les similitudes ils nous arnaquent '....,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",impossible joindre' bref vie similitude ....,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
5,Jaimerais être en contact avec un conseiller de pôle emploi corbeille Essonne,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",contact conseiller pôle emploi corbeille essonn,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
5,Super! Le service public est très bien rendu,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",service public bien,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,"Mal aimable, manque de respect et pris de haut en gros des encules","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",mal aimable manqu respect haut gros encule,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
5,Très bon conseiller. Très bonne organisation.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",bon conseiller bon organisation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Aucun respect aucun c'est inadmissible,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",aucun respect aucun inadmissible,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
1,Service public inexistant,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",service public,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes"
4,On a été bien accueilli. Lundi à 12h : personne dans le pôle emploi donc on avait tout les conseillers pour nous. On a été bien renseigné et guidé. Je recommande.,"39 Rue Poussin, 76500 Elbeuf",bien lundi 12h pôle conseiller bien,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
1,En progrès mais reste nul.,"39 Rue Poussin, 76500 Elbeuf",progrès,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"39 Rue Poussin, 76500 Elbeuf"
2,La dame à l’accueil avec ses lunette et sons carré blond insupportable... bon courage si vous la voyais insupportable !!!!! Elle a un boulot cool elle et jamais contente. Une vrai CON ces waouhh,"39 Rue Poussin, 76500 Elbeuf",dame accueil lunette blond insupportable ... bon courage voyai boulot cool jamais content vrai con waouhh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
2,"Les horaires sont le matin de 8h30 à 12H30 et l'après midi sur rendez vous uniquement le lundi,mardi,mercredi, vendredi. Le jeudi c'est ouvert le matin de 8h30 à 12h00.","39 Rue Poussin, 76500 Elbeuf",horaire matin 8h30 12h30 rendez uniquement lundi mardi mercredi vendredi jeudi matin 8h30 12h00,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
1,TRES INCOMPETENT POUR AIDER UN MON FILS DE 45 ANS A TROUVER DU BOULOT ILS N'AIDENT PAS LES PERSONNES EN FIN DE DROIT ET PIRE DANS LE CAS DE MON FILS ILS LES IGNORENT,"39 Rue Poussin, 76500 Elbeuf",tre incompetent fils boulot fin droit pire cas fils ignorer,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
1,pote un peu relou qui demande de mes nouvelles tout les mois,"39 Rue Poussin, 76500 Elbeuf",pote relou mois,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
1,"Les horaires, c’est du grand n’importe quoi.","39 Rue Poussin, 76500 Elbeuf",horaire grand,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
3,"L'adresse du pôle emploi a changé, maintenant il a déménagé au 39 rue Poussin 76500 ELBEUF","39 Rue Poussin, 76500 Elbeuf",adresse pôle emploi rue 76500 elbeuf,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
1,Occupe un bâtiment sur elbeuf c est tout,"39 Rue Poussin, 76500 Elbeuf",bâtiment,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
1,sérieusement 8:30 - 12 h 30 ???,"39 Rue Poussin, 76500 Elbeuf",sérieusement 8:30 heure,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
5,J'ai peur.,"39 Rue Poussin, 76500 Elbeuf",peur,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"39 Rue Poussin, 76500 Elbeuf"
1,"D'une incompétence sidérante, surtout monsieur Gin. Toutes personnes ayant été lésé par ces incompétents sont invités à se manifester pour se mobiliser nationalement contre ces escrocs de pôle emploi.","121 Bd de la Liberté, 59000 Lille",incompétence sidérant Monsieur gin incompétent nationalement contre escroc pôle emploi,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
5,"Je ne pensais pas pouvoir dire un jour que c'est un plaisir d'avoir Pole Emploi au téléphone, et pourtant ça l'est! Depuis 8 mois que je suis inscrite dans cette agence, je n'ai que des personnes charmantes au téléphone. La conseillère qui me suivait et celle qui a pris son relais sont adorables, très humaines, bienveillantes et à l'écoute, bien loin des mauvais clichés que l'on peut avoir sur cet organisme. Je me sens vraiment suivie, accompagnée et rassurée. Un grand merci!","121 Bd de la Liberté, 59000 Lille",jour plaisir pole téléphone pourtant mois agence charmant téléphone conseiller relais adorable humain bienveillante écoute bien loin mauvais cliché organisme vraiment suivie grand,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
5,Une equipe professionnelle à  l ecoute et disponible pour les clients,"121 Bd de la Liberté, 59000 Lille",equipe professionnel ecoute disponible client,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
5,Accueil souriant. Belles volontés avec des conseillers motivés et investis.,"121 Bd de la Liberté, 59000 Lille",accueil bel volonté conseiller motiver investi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
1,Franchement je trouve que ce sont des personnes incapables quand j’appel le 3949 et je mes mon identifiant soit on reconnais pas mon identifiant ou quand au final sa se décide de fonctionner là personne que j’ai au téléphone et une personne incapable de répondre à mes attentes franchement vraiment que des bon à rien voilà ce que je ressens!!!!,"121 Bd de la Liberté, 59000 Lille",franchement incapable appel 3949 identifiant identifiant final téléphone incapable attente franchement vraiment bon rien,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"121 Bd de la Liberté, 59000 Lille"
1,D’une incompétence et d’une non chalande à toutes épreuves. Ne perdais pas votre temps vous vous en sortirais bien mieux et plus rapidement par vos propres moyens.,"121 Bd de la Liberté, 59000 Lille",incompétence non chaland épreuve temps sortirai bien mieux rapidement propre moyen,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
1,Quand vous leurs envoyer un e-mail il vous réponde 3 jour après voir pas du tout incompétent,"121 Bd de la Liberté, 59000 Lille",e-mail jour incompétent,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
1,Plusieurs rendez - vous aucun acompagnement de projet on me fais passer de conseiller en conseiller pour au final me proposè des chose incoherante on vous regarde de haut et parce que vous rechervher un emploi vous n'avez pas le droit a un projet et de réver je me demande les conseiller sont la pour quoi enfaite?,"121 Bd de la Liberté, 59000 Lille",rendez aucun acompagnement projet conseiller final chose incoherant haut emploi droit projet conseiller enfaite,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
3,Bonjour je suis dans une situation compliquée '' pour trouver du travail en plomberie sanitaire pvc' m'ai 'je Gard espoir '' qu'il ya une chance peu être un jour'' en attendant je survis de rein.merci de votre intention mes dames monsieur.,"121 Bd de la Liberté, 59000 Lille",bonjour situation compliqué travail plomberie sanitaire pvc espoir chance jour rein.merci intention dame Monsieur,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
5,Chepa si je trouverais un job mais les gens sont sympa comme tout !,"121 Bd de la Liberté, 59000 Lille",job,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
1,Personnes ne ressort satisfait de cet endroit. Personnels hautain et incompétent qui ne font réellement pas leurs travails. A fuir !,"121 Bd de la Liberté, 59000 Lille",satisfait endroit personnel hautain réellement travail,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
5,Très bonne agence avec avec beaucoup d'humanisme,"121 Bd de la Liberté, 59000 Lille",bon agence beaucoup humanisme,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"121 Bd de la Liberté, 59000 Lille"
5,"Très bon accueil, bon conseil, et efficace.","121 Bd de la Liberté, 59000 Lille",bon accueil bon conseil efficace,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
1,"Qui arrive à les avoir au téléphone, moi j'ai pas de rendez-vous et veux en prendre un et cela raccroche","121 Bd de la Liberté, 59000 Lille",téléphone rendez-vous veux celer,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"121 Bd de la Liberté, 59000 Lille"
1,"Lieu censé servir à trouver du travail mais cependant, aucune personne n'en sort réellement avec un","121 Bd de la Liberté, 59000 Lille",lieu censé servir travail aucun réellement,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
4,"J'ai trouvé très okay le Pole Empli, l’accueil et le personnel. :D","121 Bd de la Liberté, 59000 Lille",pole accueil personnel,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
4,"Agence pôle emploi très bien, personnel à l'écoute","121 Bd de la Liberté, 59000 Lille",agence pôle bien personnel écoute,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
5,Very polite and professional staff. Always ready to help.,"121 Bd de la Liberté, 59000 Lille",very polite and professional staff alway help,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
1,Pôle emploie pas du tout,"121 Bd de la Liberté, 59000 Lille",pôle emploi,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"121 Bd de la Liberté, 59000 Lille"
5,Très bien accueilli entretien a venir pour le moment tout va bien,"5 Rue du Cercle, 95700 Roissy-en-France",bien entretien moment bien,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"5 Rue du Cercle, 95700 Roissy-en-France"
1,Adress fausse,"5 Rue du Cercle, 95700 Roissy-en-France",adres faux,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"5 Rue du Cercle, 95700 Roissy-en-France"
1,"J'arrive à l'accueil pour demander un rendez-vous avec ma conseillère (pas moyen de prendre rendez vous via le site pôle emploi)on me dit que cette conseillère n'est plus la depuis longtemps et on me met une autre....le lendemain je reviens quelqu'un d'autre à l'accueil me dit que ma conseillère habituelle est toujours là et me prend rendez-vous avec elle,  pas de rendez-vous sur mon compte  , j'envoie un mail à ma conseillère toujours pas de réponse,  alors tout ça pour une démarche de travail que j'ai trouvé toute seule....Au lieu de nous aider ils nous complique les choses 🥺","45 Rue de la Fecht, 68000 Colmar",accueil rendez-vous conseiller moyen rendez site pôle emploi)on conseiller .... lendemain accueil conseiller habituel rendez-vous rendez-vous compte mail conseiller réponse démarche travail .... lieu chose,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"45 Rue de la Fecht, 68000 Colmar"
5,J avais un problème sur mon compte pour un transfert de dossier cela était rapide clair et efficace. Merci à vous,"45 Rue de la Fecht, 68000 Colmar",problème compte transfert dossier celer rapide clair efficace,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"45 Rue de la Fecht, 68000 Colmar"
1,Je me rends en agence le 31 octobre car c est marqué ouvert et au final j arrive là bas agence fermée !c est vraiment honteux!Sans compter le prix de l essence !,"45 Rue de la Fecht, 68000 Colmar",octobre final agence fermé vraiment honteux!sans prix essence,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,"Je suis inscrite, je demande un rendez vous 1 fois tout les ans et encore.. Pour une fois que je veux voir ma conseillère je me fais envoyer balader !!!","45 Rue de la Fecht, 68000 Colmar",rendez fois fois conseiller,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"45 Rue de la Fecht, 68000 Colmar"
1,"Incompétents et incompréhensibles (sur place et par téléphone). En plus, pas réponse par mails. Ça fait même pas 1mois que je suis inscrite à l'agence.","45 Rue de la Fecht, 68000 Colmar",incompétent incompréhensible place téléphone réponse mail 1mois agence,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,J'ai envoyé 1 mail pour demandé 1 attestation pour ma retraite complémentaire j'ai reçu 2 mail rien compris et le 3ème mail c'était que je doit les relancer le31 08  et le premier septembre je suis a la retraite,"45 Rue de la Fecht, 68000 Colmar",mail attestation retraite complémentaire mail rien 3èm mail le31 septembre retraite,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,Je n’arrive pas à avoir quelqu’un au téléphone. Je n’arrive pas à savoir si je perçois mon chômage ce mois ci ou pas,"45 Rue de la Fecht, 68000 Colmar",quelqu’ téléphone chômage mois,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,"System d'échange dépassé, aucun suivie, une éternité pour aboutir a une simple demande, et encore si vous ne gueulé pas vous pouvez toujours attendre... Equipe a revoir urgemment !!!","45 Rue de la Fecht, 68000 Colmar",échange aucun suivie éternité simple demande ... urgemment,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"45 Rue de la Fecht, 68000 Colmar"
1,Sacré guignols c'est agences. Pour un CV faut parler 10 ans chinois le mec a l'accueil tu et jn sacré guignol,"45 Rue de la Fecht, 68000 Colmar",sacré guignol mec accueil taire guignol,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
4,"No comment,rien à dire,il font ce qu'ils peuvent,chaque cas et différent,patience et humilité pour chacun de nous et des conseiller.","45 Rue de la Fecht, 68000 Colmar",rien cas patience humilité conseiller,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
5,Lieu pour formation Eolia. Très bien,"45 Rue de la Fecht, 68000 Colmar",lieu formation eolia bien,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,"Une étoile car c'est déjà de trop, manque de professionnalisme au sein de la direction formation...","45 Rue de la Fecht, 68000 Colmar",étoile trop manqu professionnalisme sein direction formation ...,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,Beaucoup d incompetants et de surcroît se permettent de vous faire la morale.,"45 Rue de la Fecht, 68000 Colmar",beaucoup incompetant surcroît morale,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,Une conseillère toujours en retard de 30 min,"45 Rue de la Fecht, 68000 Colmar",conseiller retard min,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
3,Rien a redire,"45 Rue de la Fecht, 68000 Colmar",rien,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
5,Personnel à l'écoute,"45 Rue de la Fecht, 68000 Colmar",personnel écoute,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"45 Rue de la Fecht, 68000 Colmar"
1,"Aucune intelligence professionnelle. On me demande des documents qui n’existe pas, on me donne les informations et les pièces à fournir au compte goutte. Site internet très mal fait = il m’indique que je n’ai aucun document à fournir alors que quand je les appelles il manque pleins de choses. Si on demande on nous donne pas l’info. Aucun conseiller ne réponds par mail, pas de numéro de téléphone, obligé de venir sur place et on nous donne encore la moitié de l’info. Impossible de s’entretenir avec ma conseilleurs indemnisation. Inacceptable pour un service publique où notre argent est littéralement balancé en l’air.","8 Rue Anatole France, 38150 Roussillon",aucun intelligence professionnel document information pièce compte goutte site internet mal aucun document appelle plein chose info aucun conseiller répond mail numéro téléphone obligé place moitié info impossible conseilleur indemnisation inacceptable service public argent littéralement air,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"8 Rue Anatole France, 38150 Roussillon"
5,Toujours était bien accueilli et bien orienté par rapport à mon parcours professionnel merci et BONNE ANNÉE 2022 à tous l'équipe,"8 Rue Anatole France, 38150 Roussillon",bien bien rapport parcours professionnel bon année 2022 équipe,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"8 Rue Anatole France, 38150 Roussillon"
5,J'ai un très bon suivi et des conseils personnalisés pour ma situation,"8 Rue Anatole France, 38150 Roussillon",bon suivi conseil personnaliser situation,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"8 Rue Anatole France, 38150 Roussillon"
5,Bon accueil personnel souriant et compétent et très professionnel et dans le service public c'est très rare bravo à l'équipe,"8 Rue Anatole France, 38150 Roussillon",bon accueil personnel compétent professionnel service public bravo équipe,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"8 Rue Anatole France, 38150 Roussillon"
